     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/14/2020-03/20/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R375,NEW LOTS AV-VAN SINDEREN AV   ,00004265,00000249,00000101,00000096,00000007,00004477,00002180,00000002,00000008,00000136,00000000,00000313,00000010,00000026,00000000,00000025,00000000,00000000,00000000,00000445,00000000,00000101,00000000,00000140,00000151,00000099,                                                                                                    
R376,EAST 105TH ST-FARRAGUT ROAD   ,00004395,00000296,00000035,00000063,00000000,00002766,00001561,00000006,00000014,00000137,00000000,00000193,00000017,00000036,00000000,00000025,00000000,00000000,00000000,00000314,00000000,00000059,00000000,00000200,00000149,00000092,                                                                                                    
R377,FLUSHING AVE-BROADWAY         ,00008559,00000755,00000126,00000189,00000007,00007010,00004946,00000008,00000024,00000392,00000002,00001341,00000194,00000125,00000000,00000100,00000000,00000000,00000000,00000767,00000000,00000127,00000000,00000539,00000386,00000257,                                                                                                    
R378,MYRTLE AVENUE-BROADWAY        ,00009416,00000455,00000087,00000228,00000001,00008120,00006685,00000007,00000025,00000285,00000001,00000657,00000052,00000139,00000000,00000123,00000000,00000000,00000000,00000635,00000000,00000117,00000000,00000353,00000379,00000223,                                                                                                    
R379,KOSCIUSZKO STREET-BROADWAY    ,00004276,00000206,00000058,00000093,00000006,00003717,00002941,00000005,00000014,00000155,00000000,00000259,00000025,00000069,00000000,00000063,00000000,00000000,00000000,00000319,00000000,00000041,00000000,00000107,00000098,00000099,                                                                                                    
R380,GATES AVENUE-BROADWAY         ,00006062,00000384,00000096,00000123,00000000,00004924,00003489,00000003,00000015,00000236,00000000,00000301,00000025,00000057,00000000,00000066,00000000,00000000,00000000,00000362,00000000,00000067,00000000,00000258,00000220,00000133,                                                                                                    
R381,HALSEY STREET-BROADWAY        ,00005504,00000279,00000064,00000093,00000000,00005141,00003738,00000006,00000010,00000249,00000000,00000320,00000028,00000069,00000000,00000099,00000000,00000000,00000000,00000445,00000000,00000076,00000000,00000203,00000181,00000103,                                                                                                    
R382,GRANT AVENUE-PITKIN AVENUE    ,00007046,00000433,00000094,00000121,00000001,00004364,00003029,00000006,00000017,00000259,00000001,00000305,00000045,00000053,00000000,00000054,00000000,00000000,00000000,00000510,00000000,00000117,00000000,00000311,00000159,00000170,                                                                                                    
R383,HUDSON STREET-78TH STREET     ,00004830,00000271,00000047,00000049,00000000,00002444,00002488,00000008,00000039,00000071,00000000,00000151,00000056,00000044,00000000,00000028,00000000,00000000,00000000,00000333,00000000,00000066,00000000,00000147,00000102,00000109,                                                                                                    
R384,BOYD STREET-88TH STREET       ,00003414,00000202,00000017,00000065,00000000,00001662,00001696,00000005,00000028,00000076,00000000,00000154,00000028,00000018,00000000,00000047,00000000,00000000,00000000,00000171,00000000,00000029,00000000,00000074,00000060,00000053,                                                                                                    
R385,ROCKAWAY BLVD-LIBERTY AVE     ,00006212,00000306,00000099,00000179,00000000,00005770,00003940,00000008,00000052,00000176,00000001,00000296,00000049,00000053,00000000,00000052,00000000,00000000,00000000,00000422,00000000,00000114,00000000,00000179,00000158,00000143,                                                                                                    
R386,174TH STREET-SOUTHERN BLVD    ,00005553,00000406,00000106,00000166,00000000,00006383,00003033,00000003,00000007,00000264,00000000,00000420,00000039,00000048,00000000,00000037,00000000,00000000,00000000,00000842,00000000,00000200,00000000,00000389,00000432,00000308,                                                                                                    
R387,EAST TREMONT AVENUE-178 ST    ,00004494,00000293,00000103,00000111,00000000,00004981,00002157,00000009,00000018,00000331,00000000,00000246,00000027,00000017,00000000,00000020,00000000,00000000,00000000,00000676,00000000,00000151,00000000,00000367,00000335,00000221,                                                                                                    
R388,EAST 180TH ST-MORRIS PARK     ,00006942,00000372,00000125,00000211,00000000,00008106,00003688,00000012,00000009,00000261,00000003,00000425,00000044,00000050,00000000,00000022,00000000,00000000,00000000,00000643,00000000,00000229,00000000,00000363,00000312,00000240,                                                                                                    
R389,BRONX PARK EAST               ,00002535,00000146,00000030,00000039,00000000,00002305,00001409,00000002,00000008,00000106,00000000,00000155,00000026,00000027,00000000,00000017,00000000,00000000,00000000,00000265,00000000,00000073,00000000,00000100,00000096,00000095,                                                                                                    
R390,8TH AVENUE-62ND STREET        ,00006349,00001096,00000031,00000867,00000004,00001782,00010112,00000015,00000029,00000345,00000007,00000233,00000058,00000080,00000000,00000025,00000000,00000000,00000000,00000427,00000000,00000097,00000000,00000283,00000059,00000637,                                                                                                    
R391,FORT HAMILTON PARKWAY-62ND    ,00004258,00000368,00000046,00000214,00000002,00001936,00004987,00000003,00000015,00000152,00000000,00000200,00000035,00000043,00000000,00000030,00000000,00000000,00000000,00000322,00000000,00000065,00000000,00000182,00000081,00000266,                                                                                                    
R392,18TH AVENUE-62ND STREET       ,00003955,00000364,00000054,00000246,00000000,00002380,00004307,00000004,00000018,00000114,00000000,00000102,00000043,00000028,00000000,00000008,00000000,00000000,00000000,00000322,00000000,00000055,00000000,00000121,00000056,00000220,                                                                                                    
R393,20TH AVENUE-62ND STREET       ,00002697,00000235,00000026,00000166,00000000,00001389,00003533,00000000,00000014,00000076,00000000,00000086,00000042,00000026,00000000,00000017,00000000,00000000,00000000,00000195,00000000,00000044,00000000,00000094,00000021,00000154,                                                                                                    
R394,BAY PARKWAY-66TH STREET       ,00004878,00000573,00000048,00000393,00000001,00002857,00006795,00000010,00000029,00000187,00000000,00000223,00000080,00000049,00000000,00000015,00000000,00000000,00000000,00000387,00000000,00000075,00000000,00000127,00000072,00000287,                                                                                                    
R395,KINGS HIGHWAY-WEST 7TH ST     ,00003864,00000468,00000067,00000360,00000000,00002351,00005551,00000000,00000026,00000148,00000000,00000153,00000059,00000045,00000000,00000021,00000000,00000000,00000000,00000243,00000000,00000082,00000000,00000133,00000048,00000314,                                                                                                    
R396,AVENUE U-WEST 7TH STREET      ,00001727,00000166,00000026,00000129,00000000,00001063,00002653,00000004,00000020,00000026,00000000,00000075,00000011,00000033,00000000,00000001,00000000,00000000,00000000,00000169,00000000,00000037,00000000,00000053,00000019,00000145,                                                                                                    
R397,86TH STREET-AVENUE V          ,00001256,00000168,00000018,00000132,00000000,00000986,00001562,00000000,00000010,00000062,00000000,00000074,00000006,00000012,00000000,00000002,00000000,00000000,00000000,00000137,00000000,00000028,00000000,00000082,00000035,00000121,                                                                                                    
R398,NEW UTRECHT AVENUE-62ND ST    ,00004736,00000339,00000035,00000252,00000001,00003281,00003971,00000001,00000027,00000096,00000001,00000104,00000047,00000045,00000000,00000024,00000000,00000000,00000000,00000529,00000000,00000048,00000000,00000150,00000058,00000223,                                                                                                    
R399,25TH AVENUE-86TH STREET       ,00003321,00000309,00000039,00000279,00000000,00002016,00004668,00000001,00000026,00000099,00000000,00000142,00000038,00000041,00000000,00000016,00000000,00000000,00000000,00000235,00000000,00000076,00000000,00000093,00000049,00000277,                                                                                                    
R400,BAY 50TH STREET-STILLWELL     ,00002376,00000255,00000037,00000178,00000000,00001336,00002364,00000009,00000023,00000060,00000000,00000075,00000027,00000015,00000000,00000013,00000000,00000000,00000000,00000211,00000000,00000024,00000000,00000092,00000030,00000128,                                                                                                    
R401,CENTRAL AVE-MYRTLE AVE        ,00004045,00000125,00000009,00000043,00000000,00002808,00002475,00000004,00000006,00000075,00000000,00000197,00000034,00000037,00000000,00000061,00000000,00000000,00000000,00000245,00000000,00000035,00000000,00000088,00000039,00000047,                                                                                                    
R402,SENECA AVENUE-PALMETTO ST     ,00003991,00000119,00000009,00000062,00000002,00002724,00002332,00000000,00000020,00000101,00000000,00000169,00000031,00000030,00000000,00000041,00000000,00000000,00000000,00000174,00000000,00000056,00000000,00000067,00000054,00000076,                                                                                                    
R403,FOREST AVENUE-PUTNAM AVENUE   ,00004463,00000184,00000028,00000123,00000006,00002654,00002925,00000000,00000018,00000127,00000000,00000208,00000049,00000042,00000000,00000048,00000000,00000000,00000000,00000198,00000000,00000024,00000000,00000092,00000042,00000076,                                                                                                    
R404,FRESH POND ROAD-68TH AVENUE   ,00006372,00000382,00000046,00000173,00000002,00003580,00004081,00000003,00000017,00000205,00000000,00000277,00000077,00000086,00000000,00000024,00000000,00000000,00000000,00000379,00000000,00000068,00000000,00000122,00000082,00000131,                                                                                                    
R405,JACKSON AVENUE-WESTCHESTER    ,00004774,00000295,00000063,00000076,00000001,00004654,00002073,00000001,00000009,00000195,00000000,00000164,00000025,00000040,00000000,00000019,00000000,00000000,00000000,00000763,00000000,00000132,00000000,00000396,00000357,00000285,                                                                                                    
R406,PROSPECT AVENUE-WESTCHESTER   ,00006468,00000399,00000103,00000141,00000001,00007355,00003151,00000007,00000014,00000335,00000000,00000353,00000032,00000047,00000000,00000039,00000000,00000000,00000000,00000937,00000000,00000188,00000000,00000399,00000421,00000261,                                                                                                    
R407,INTERVALE 163RD STREET        ,00003089,00000151,00000037,00000064,00000000,00003242,00001252,00000001,00000004,00000130,00000000,00000159,00000014,00000011,00000000,00000017,00000000,00000000,00000000,00000354,00000000,00000056,00000000,00000252,00000215,00000126,                                                                                                    
R408,SIMPSON ST-WESTCHESTER AVE    ,00006592,00000426,00000149,00000235,00000001,00008755,00003534,00000006,00000011,00000325,00000000,00000400,00000034,00000023,00000000,00000033,00000000,00000000,00000000,00000771,00000002,00000222,00000000,00000413,00000491,00000306,                                                                                                    
R409,FREEMAN ST-SOUTHERN BLVD      ,00004319,00000260,00000093,00000093,00000001,00004241,00001865,00000002,00000004,00000146,00000000,00000202,00000044,00000034,00000000,00000020,00000000,00000000,00000000,00000593,00000000,00000148,00000000,00000273,00000189,00000096,                                                                                                    
R411,PARK PLACE-FRANKLIN AVENUE    ,00001209,00000158,00000044,00000023,00000000,00000946,00000772,00000000,00000000,00000062,00000000,00000104,00000016,00000023,00000000,00000020,00000000,00000000,00000000,00000098,00000000,00000009,00000000,00000044,00000058,00000043,                                                                                                    
R412,BOTANIC GARDEN-FRANKLIN AVE   ,00000800,00000107,00000030,00000054,00000000,00000645,00000590,00000000,00000002,00000055,00000000,00000075,00000006,00000012,00000000,00000012,00000000,00000000,00000000,00000203,00000000,00000020,00000000,00000039,00000025,00000012,                                                                                                    
R413,KNICKERBOCKER AVE-MYRTLE AV   ,00005565,00000216,00000026,00000047,00000002,00004031,00002654,00000002,00000009,00000098,00000000,00000176,00000040,00000042,00000000,00000044,00000000,00000000,00000000,00000406,00000000,00000068,00000000,00000105,00000077,00000095,                                                                                                    
R414,HOWARD BEACH-159TH AVE        ,00002340,00000141,00000033,00000045,00000000,00001157,00001520,00000012,00000017,00000039,00000000,00000055,00000069,00000029,00000000,00000568,00000000,00000000,00000000,00000050,00000000,00000013,00000000,00000052,00000051,00000051,                                                                                                    
R415,BROAD CHANNEL-NOEL ROAD       ,00000344,00000017,00000000,00000014,00000000,00000095,00000083,00000000,00000009,00000002,00000000,00000010,00000003,00000006,00000000,00000005,00000000,00000000,00000000,00000008,00000000,00000002,00000000,00000008,00000003,00000000,                                                                                                    
R416,HOLLAND-BEACH 90TH STREET     ,00000870,00000066,00000008,00000017,00000000,00000437,00000320,00000002,00000002,00000027,00000000,00000040,00000008,00000012,00000000,00000025,00000000,00000000,00000000,00000049,00000000,00000009,00000000,00000033,00000023,00000010,                                                                                                    
R417,PLAYLAND-BEACH 98TH STREET    ,00000439,00000022,00000005,00000004,00000000,00000252,00000176,00000000,00000004,00000028,00000000,00000019,00000008,00000008,00000000,00000005,00000000,00000000,00000000,00000039,00000000,00000010,00000000,00000014,00000009,00000005,                                                                                                    
R418,SEASIDE BEACH-105TH STREET    ,00000186,00000026,00000002,00000001,00000000,00000076,00000067,00000001,00000000,00000014,00000000,00000008,00000000,00000002,00000000,00000009,00000000,00000000,00000000,00000007,00000000,00000001,00000000,00000004,00000002,00000006,                                                                                                    
R419,ROCKAWAY PARK-BEACH 116TH     ,00000713,00000121,00000047,00000016,00000000,00000410,00000265,00000002,00000003,00000089,00000000,00000014,00000001,00000011,00000000,00000016,00000000,00000000,00000000,00000022,00000000,00000008,00000000,00000014,00000031,00000002,                                                                                                    
R420,DITMAS AVE-MCDONALD AVE       ,00004689,00000378,00000029,00000103,00000000,00002650,00002636,00000002,00000015,00000096,00000000,00000127,00000038,00000042,00000000,00000032,00000000,00000000,00000000,00000457,00000000,00000059,00000000,00000140,00000051,00000106,                                                                                                    
R421,AVENUE I-MCDONALD AVENUE      ,00002056,00000253,00000050,00000169,00000000,00001515,00001270,00000001,00000009,00000081,00000000,00000054,00000032,00000015,00000000,00000007,00000000,00000000,00000000,00000213,00000000,00000041,00000000,00000077,00000041,00000051,                                                                                                    
R422,MCDONALD AVE-22ND AVE         ,00000528,00000038,00000018,00000077,00000000,00000874,00001197,00000000,00000001,00000020,00000000,00000037,00000003,00000001,00000000,00000004,00000000,00000000,00000000,00000040,00000000,00000023,00000000,00000014,00000026,00000037,                                                                                                    
R423,AVENUE N-MCDONALD AVENUE      ,00003125,00000251,00000033,00000110,00000003,00001997,00002196,00000002,00000020,00000049,00000000,00000078,00000039,00000033,00000000,00000017,00000000,00000000,00000000,00000218,00000000,00000036,00000000,00000086,00000031,00000099,                                                                                                    
R424,AVENUE P-MCDONALD AVENUE      ,00003068,00000248,00000014,00000080,00000000,00001497,00002015,00000001,00000025,00000071,00000001,00000079,00000030,00000065,00000000,00000010,00000000,00000000,00000000,00000173,00000000,00000041,00000000,00000097,00000022,00000066,                                                                                                    
R425,AVENUE U-MCDONALD AVENUE      ,00001926,00000129,00000036,00000090,00000000,00001208,00001420,00000000,00000009,00000061,00000001,00000024,00000027,00000009,00000000,00000010,00000000,00000000,00000000,00000117,00000000,00000037,00000000,00000026,00000036,00000063,                                                                                                    
R426,NEPTUNE AVE-MCDONALD AVENUE   ,00001744,00000297,00000014,00000080,00000001,00000559,00001034,00000004,00000006,00000056,00000000,00000057,00000028,00000025,00000000,00000008,00000000,00000000,00000000,00000084,00000000,00000021,00000000,00000031,00000016,00000032,                                                                                                    
R427,MIDDLETOWN ROAD-WESTCHESTER   ,00002062,00000111,00000013,00000032,00000000,00001062,00000907,00000009,00000023,00000059,00000000,00000119,00000036,00000010,00000000,00000008,00000000,00000000,00000000,00000122,00000000,00000022,00000000,00000054,00000050,00000024,                                                                                                    
R428,BUHRE AVE-WESTCHESTER AVE     ,00003802,00000234,00000028,00000067,00000000,00002136,00001907,00000023,00000030,00000094,00000000,00000191,00000040,00000025,00000000,00000007,00000000,00000000,00000000,00000215,00000000,00000052,00000000,00000122,00000099,00000063,                                                                                                    
R429,PELHAM BAY PARK-BRUCKNER BL   ,00003876,00000236,00000104,00000248,00000000,00004974,00003735,00000061,00000022,00000177,00000001,00000593,00000049,00000029,00000000,00000015,00000000,00000000,00000000,00000275,00000000,00000106,00000000,00000130,00000135,00000109,                                                                                                    
R430,PELHAM PKWY-ESPLANADE         ,00002977,00000142,00000016,00000047,00000000,00001423,00001456,00000005,00000024,00000115,00000001,00000326,00000039,00000016,00000000,00000004,00000000,00000000,00000000,00000207,00000000,00000058,00000000,00000101,00000049,00000072,                                                                                                    
R431,DYRE AVENUE-LIGHT STREET      ,00005101,00000206,00000065,00000068,00000001,00003507,00001901,00000009,00000018,00000130,00000001,00000225,00000022,00000050,00000000,00000023,00000000,00000000,00000000,00000291,00000000,00000041,00000000,00000122,00000096,00000094,                                                                                                    
R432,CHAUNCEY STREET-ROCKAWAY AV   ,00003349,00000173,00000046,00000077,00000000,00003420,00001988,00000002,00000010,00000175,00000000,00000114,00000009,00000037,00000000,00000071,00000000,00000000,00000000,00000293,00000000,00000035,00000000,00000134,00000147,00000084,                                                                                                    
R433,ALABAMA AVENUE-FULTON ST      ,00001876,00000091,00000064,00000063,00000000,00002668,00001048,00000000,00000005,00000078,00000000,00000146,00000004,00000013,00000000,00000011,00000000,00000000,00000000,00000136,00000000,00000045,00000000,00000079,00000118,00000067,                                                                                                    
R434,VAN SICLEN AVENUE-FULTON ST   ,00003492,00000181,00000051,00000060,00000000,00002835,00001284,00000000,00000008,00000198,00000000,00000100,00000006,00000021,00000000,00000021,00000000,00000000,00000000,00000295,00000000,00000068,00000000,00000145,00000114,00000105,                                                                                                    
R435,CLEVELAND STREET-FULTON ST    ,00003831,00000222,00000042,00000077,00000000,00003308,00001222,00000001,00000011,00000132,00000000,00000100,00000009,00000013,00000000,00000028,00000000,00000000,00000000,00000441,00000000,00000061,00000000,00000197,00000150,00000075,                                                                                                    
R436,NORWOOD AVENUE-FULTON ST      ,00004387,00000220,00000050,00000047,00000000,00003716,00001427,00000002,00000007,00000123,00000006,00000108,00000006,00000032,00000000,00000019,00000000,00000000,00000000,00000451,00000000,00000056,00000000,00000159,00000081,00000073,                                                                                                    
R437,CRESCENT STREET-FULTON ST     ,00005883,00000382,00000057,00000149,00000000,00005019,00002258,00000012,00000016,00000259,00000006,00000188,00000024,00000049,00000000,00000034,00000000,00000000,00000000,00000485,00000000,00000105,00000000,00000214,00000171,00000103,                                                                                                    
R438,RALPH AVENUE-FULTON STREET    ,00005025,00000331,00000084,00000138,00000001,00004645,00002879,00000003,00000015,00000177,00000000,00000329,00000024,00000049,00000000,00000052,00000000,00000000,00000000,00000533,00000000,00000092,00000000,00000270,00000264,00000138,                                                                                                    
R439,ROCKAWAY AVE-HOPKINSON AVE    ,00004977,00000344,00000100,00000159,00000000,00004732,00003034,00000001,00000010,00000169,00000000,00000335,00000021,00000067,00000000,00000071,00000000,00000000,00000000,00000568,00000000,00000079,00000000,00000202,00000217,00000125,                                                                                                    
R440,LIBERTY AVE-PENNSYLVANIA AV   ,00002502,00000177,00000065,00000068,00000000,00002148,00001128,00000000,00000014,00000155,00000000,00000146,00000019,00000014,00000000,00000022,00000000,00000000,00000000,00000293,00000000,00000037,00000000,00000181,00000114,00000064,                                                                                                    
R441,VAN SICLEN AVE-PITKIN AVE     ,00003304,00000227,00000056,00000088,00000000,00002570,00001371,00000001,00000015,00000176,00000000,00000132,00000016,00000025,00000000,00000014,00000000,00000000,00000000,00000448,00000000,00000068,00000000,00000207,00000132,00000103,                                                                                                    
R442,SHEPHERD AVE-PITKIN AVE       ,00003572,00000235,00000073,00000060,00000000,00002804,00001434,00000003,00000021,00000132,00000000,00000142,00000024,00000041,00000000,00000011,00000000,00000000,00000000,00000488,00000000,00000037,00000000,00000150,00000147,00000058,                                                                                                    
R443,170TH STREET-GRAND CONC.      ,00006356,00000429,00000105,00000157,00000000,00007319,00003465,00000004,00000011,00000166,00000000,00000360,00000053,00000032,00000000,00000022,00000000,00000000,00000000,00000886,00000002,00000203,00000000,00000322,00000449,00000291,                                                                                                    
R444,238TH ST-WHITE PLAINS ROAD    ,00003123,00000237,00000059,00000082,00000001,00003189,00001504,00000002,00000021,00000190,00000000,00000214,00000028,00000017,00000000,00000007,00000000,00000000,00000000,00000231,00000000,00000089,00000000,00000110,00000105,00000087,                                                                                                    
R445,138TH STREET-3RD AVE          ,00008107,00000479,00000126,00000160,00000001,00009319,00003985,00000016,00000017,00000376,00000005,00000498,00000155,00000042,00000000,00000039,00000001,00000000,00000000,00000863,00000002,00000217,00000000,00000490,00000535,00000266,                                                                                                    
R446,BROOK AVENUE-138TH STREET     ,00006962,00000466,00000067,00000094,00000003,00007277,00002869,00000005,00000019,00000267,00000003,00000264,00000038,00000038,00000000,00000018,00000000,00000000,00000000,00000801,00000000,00000111,00000000,00000409,00000362,00000235,                                                                                                    
R447,CYPRESS AVENUE-138TH STREET   ,00003638,00000221,00000049,00000065,00000000,00003832,00001768,00000001,00000014,00000148,00000000,00000135,00000014,00000012,00000000,00000021,00000000,00000000,00000000,00000490,00000000,00000082,00000000,00000269,00000211,00000131,                                                                                                    
R448,EAST 143RD ST-SOUTHERN BLVD   ,00001155,00000044,00000028,00000005,00000000,00001118,00000572,00000001,00000001,00000031,00000000,00000183,00000008,00000008,00000000,00000025,00000000,00000000,00000000,00000093,00000000,00000013,00000000,00000036,00000036,00000022,                                                                                                    
R449,EAST 149TH ST-SOUTHERN BLVD   ,00005416,00000250,00000079,00000077,00000000,00006082,00002902,00000006,00000013,00000192,00000000,00000320,00000017,00000038,00000000,00000006,00000000,00000000,00000000,00000656,00000000,00000090,00000000,00000294,00000274,00000226,                                                                                                    
R450,LONGWOOD AVE-SOUTHERN BLVD    ,00001452,00000104,00000019,00000037,00000000,00001518,00000680,00000000,00000007,00000030,00000000,00000047,00000004,00000015,00000000,00000007,00000000,00000000,00000000,00000170,00000000,00000027,00000000,00000067,00000081,00000053,                                                                                                    
R451,WINTHROP ST-NOSTRAND AVE      ,00006144,00000511,00000128,00000256,00000006,00003776,00004189,00000017,00000028,00000230,00000006,00001274,00000068,00000110,00000000,00000034,00000000,00000000,00000000,00000392,00000000,00000048,00000000,00000152,00000134,00000081,                                                                                                    
R452,72ND STREET & BROADWAY        ,00019692,00002698,00000356,00001123,00000016,00015106,00018933,00000119,00000144,00000589,00000053,00002074,00000508,00000577,00000000,00000251,00000000,00000000,00000000,00000609,00000000,00000196,00000000,00000381,00000424,00000424,                                                                                                    
R453,23RD STREET-6TH AVENUE        ,00006253,00000472,00000088,00000279,00000001,00004873,00006099,00000015,00000053,00000111,00000005,00000567,00000107,00000183,00000000,00000098,00000000,00000000,00000000,00000210,00000000,00000064,00000000,00000170,00000148,00000147,                                                                                                    
R455,25TH STREET-4TH AVENUE        ,00000933,00000090,00000020,00000040,00000000,00000804,00000527,00000001,00000000,00000020,00000000,00000024,00000009,00000006,00000000,00000005,00000000,00000000,00000000,00000064,00000000,00000021,00000000,00000030,00000010,00000017,                                                                                                    
R456,HOYT STREET-FULTON STREET     ,00001544,00000133,00000034,00000075,00000000,00001345,00001541,00000006,00000011,00000020,00000002,00000136,00000040,00000035,00000000,00000020,00000000,00000000,00000000,00000058,00000000,00000022,00000000,00000034,00000047,00000035,                                                                                                    
R460,MARCY AVENUE-BROADWAY         ,00011121,00000693,00000144,00000358,00000003,00009487,00006990,00000012,00000042,00000391,00000000,00000569,00000114,00000089,00000000,00000248,00000000,00000000,00000000,00000684,00000000,00000140,00000000,00000440,00000376,00000242,                                                                                                    
R461,BROADWAY LAFAYETTE-BLEECKER   ,00008963,00000509,00000090,00000167,00000010,00007078,00007590,00000012,00000039,00000137,00000018,00000694,00000176,00000236,00000000,00000185,00000000,00000000,00000000,00000280,00000000,00000136,00000000,00000211,00000211,00000157,                                                                                                    
R462,CANAL STREET-BROADWAY         ,00006293,00000378,00000047,00000197,00000002,00004132,00005627,00000044,00000030,00000077,00000005,00000417,00000160,00000190,00000000,00000166,00000000,00000000,00000000,00000160,00000000,00000071,00000000,00000118,00000057,00000107,                                                                                                    
R463,CANAL ST-LAFAYETTE ST EAST    ,00007910,00001583,00000152,00001144,00000007,00004948,00009960,00000073,00000049,00000274,00000039,00000636,00000187,00000196,00000000,00000233,00000000,00000000,00000000,00000268,00000000,00000093,00000000,00000226,00000098,00000567,                                                                                                    
R464,AQUEDUCT RACE TRACK           ,00000784,00000265,00000035,00000090,00000000,00000463,00000342,00000001,00000004,00000096,00000000,00000038,00000005,00000003,00000000,00000006,00000000,00000000,00000000,00000014,00000000,00000008,00000000,00000020,00000013,00000014,                                                                                                    
R468,RI TRAMWAY (MANHATTAN)        ,00001992,00000144,00000034,00000067,00000000,00001643,00003202,00000006,00000009,00000009,00000002,00000295,00000069,00000098,00000000,00000128,00000000,00000000,00000000,00000061,00000000,00000004,00000000,00000010,00000005,00000013,                                                                                                    
R469,RI TRAMWAY (ROOSEVELT)        ,00002448,00000218,00000035,00000062,00000001,00001568,00003133,00000006,00000013,00000012,00000003,00000280,00000071,00000112,00000000,00000144,00000000,00000000,00000000,00000076,00000000,00000012,00000000,00000028,00000002,00000012,                                                                                                    
R535,AIRTRAIN @ HOWARD BEACH       ,00005250,00000133,00000000,00000000,00000001,00000000,00000000,00000000,00000024,00000000,00000000,00000000,00000071,00000000,00000000,00003208,00006080,00001238,00000018,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R536,AIRTRAIN JAMAICA CENTER 1     ,00010366,00000114,00000000,00000000,00000015,00000000,00000000,00000000,00000055,00000000,00000000,00000000,00000179,00000000,00000000,00013021,00020925,00004036,00000650,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R540,PA-PATH WORLD TRADE CNTR      ,00028999,00000000,00000000,00000000,00000007,00000000,00000000,00000000,00000143,00000000,00000000,00000000,00000000,00000000,00000441,00000265,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R541,PA-PATH THIRTY THIRD ST       ,00019271,00000000,00000000,00000000,00000004,00000000,00000000,00000000,00000100,00000000,00000000,00000000,00000000,00000000,00000771,00000292,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R542,PA-PATH TWENTY THIRD ST       ,00003697,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000093,00000066,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R543,PA-PATH EXCHANGE PLACE        ,00006782,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000041,00000000,00000000,00000000,00000000,00000000,00000118,00000082,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R544,PA-PATH HARRISON              ,00004238,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000193,00000037,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R545,PA-PATH 14TH STREET           ,00006160,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000027,00000000,00000000,00000000,00000000,00000000,00000156,00000069,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R546,PA-PATH PAVONIA/NEWPORT       ,00004877,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000147,00000073,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R547,PA-PATH 9TH STREET            ,00002655,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000021,00000000,00000000,00000000,00000000,00000000,00000084,00000034,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R548,PA-PATH CHRISTOPHER ST        ,00002673,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000028,00000041,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R549,PA-PATH NEWARK                ,00022536,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000084,00000000,00000000,00000000,00000000,00000000,00001146,00000159,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R550,PA-PATH HOBOKEN               ,00009255,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000044,00000000,00000000,00000000,00000000,00000000,00000152,00000123,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
